student_id,jamb_attempts_count,jamb_year_most_recent,jamb_score_most_recent,school_type,school_location,gender,age_when_took_jamb,study_hours_per_day,study_resources,attended_extra_tutorials,consistent_study_schedule,study_plan_adherence,guardian_education_level,access_to_computer_smartphone,household_dependents,internet_reliability,access_to_textbooks,electricity_consistency,quality_of_instruction,familiar_with_cbt,arrived_early_exam_center,biggest_challenge,advice_to_future_candidate
384,2,2024,112,Public/Government,Urban,Female,15-17 years,1-2 hours,"Past questions, Textbooks, Online tutorials/videos",Yes,Sometimes,Sometimes,Tertiary,No,1-2 dependents,No Access,Most of them,A few days a week,Average,No,"Yes, significantly early",Trying to score everything you read,Whatever is worth doing at all is worth doing well
385,1,2022,228,Public/Government,Urban,Male,15-17 years,3-4 hours,Physical tutorials/coaching centers,Yes,Yes,Often,Secondary,No,9+ dependents,Moderately Reliable,Some of them,Daily,Poor,Yes,"Yes, significantly early",Network issue ,Read very well and pray 
386,3,2021,241,Private,Urban,Male,18-20 years,3-4 hours,Past questions,Yes,Yes,Always,,No,3-5 dependents,Moderately Reliable,No,Daily,Good,Yes,"Yes, a little early",I was also working that period ,Study past questions it helps alot
387,1,2024,106,Public/Government,Rural,Female,18-20 years,<1 hour,Physical tutorials/coaching centers,No,Yes,Often,Primary,No,3-5 dependents,Slightly Reliable,Some of them,A few days a week,Poor,Yes,"Yes, significantly early",Some of the questions On the CBT wasn't what I expected ,"Study well, revise and be calm when taking the exam."
388,1,2024,116,Public/Government,Urban,Male,21-23 years,2-3 hours,Past questions,Yes,Sometimes,Often,Tertiary,Yes,3-5 dependents,Slightly Reliable,Some of them,Rarely,Poor,Yes,"Yes, significantly early",My center is far,Read hard and study smart
389,3,2023,146,Public/Government,Urban,Female,21-23 years,<1 hour,"Past questions, Textbooks, Physical tutorials/coaching centers",Yes,No,Often,Tertiary,Yes,3-5 dependents,Slightly Reliable,Some of them,Daily,Average,Yes,"Yes, significantly early",The question,Study when you can
390,1,2024,212,Public/Government,Urban,Female,15-17 years,1-2 hours,"Textbooks, Other (specify)",Yes,Sometimes,Often,Secondary,Yes,6-8 dependents,Slightly Reliable,"Yes, all",Daily,Average,Yes,"Yes, significantly early",Some of the questions On the CBT wasn't what I expected ,Read hard and study smart
391,1,2023,103,Public/Government,Urban,Male,15-17 years,1-2 hours,"Textbooks, Other (specify)",No,Yes,Often,Secondary,Yes,6-8 dependents,Slightly Reliable,Some of them,Never,Very Poor,Yes,"Yes, significantly early",The location was difficult to locate and I wasn't familiar with CBT exam.,"Study well, revise and be calm when taking the exam."
392,2,2022,212,Public/Government,Rural,Female,15-17 years,4+ hours,"Past questions, Textbooks, Study groups",Yes,Yes,Often,,Yes,1-2 dependents,Moderately Reliable,Some of them,Never,Average,No,"Yes, a little early",Self doubt ,Study past questions 
393,1,2022,122,Public/Government,Urban,Male,18-20 years,2-3 hours,"Past questions, Textbooks, Online tutorials/videos, Physical tutorials/coaching centers",Yes,Sometimes,Always,Secondary,No,3-5 dependents,Moderately Reliable,Some of them,Daily,Average,Yes,"Yes, a little early",Didnt even study,Be focus and be yourself 
394,2,2024,210,Public/Government,Rural,Female,21-23 years,2-3 hours,"Past questions, Textbooks, Online tutorials/videos",Yes,Yes,Often,Secondary,Yes,6-8 dependents,No Access,No,Most days,Poor,No,"Yes, a little early",Solving past questions ,Come early 
395,1,2024,227,Private,Urban,Male,18-20 years,4+ hours,"Past questions, Textbooks, Online tutorials/videos",Yes,Sometimes,Always,Tertiary,Yes,3-5 dependents,Slightly Reliable,Most of them,Daily,Poor,Yes,"Yes, a little early",Covering the entire Jamb syllabus ,To put his or her best to study hard and leave the rest for God.
396,1,2025,168,Public/Government,Urban,Male,18-20 years,2-3 hours,"Past questions, Textbooks, Physical tutorials/coaching centers",No,Sometimes,Often,Tertiary,Yes,6-8 dependents,Moderately Reliable,Some of them,Daily,Average,No,"Yes, significantly early",Transportation to the centre ,Read o
397,1,2020,170,Public/Government,Rural,Male,18-20 years,4+ hours,"Past questions, Textbooks",Yes,Yes,Often,Secondary,No,9+ dependents,Very Reliable,No,Daily,Poor,Yes,"Yes, a little early",I faced the challenge of not having light some times lack of some texts books and past questions ,Preparation always helps.
398,1,2020,175,Public/Government,Rural,Female,15-17 years,3-4 hours,Past questions,No,Yes,Often,Secondary,No,1-2 dependents,Slightly Reliable,Some of them,A few days a week,Average,Yes,"Yes, significantly early",Meeting up with schedule ,Study hard 
399,3,2023,176,Public/Government,Rural,Male,15-17 years,4+ hours,Past questions,Yes,Yes,Often,Tertiary,Yes,3-5 dependents,Very Reliable,Some of them,Daily,Poor,Yes,"Yes, a little early",Time,"Read, concentrate, don't be in hast but also be conscious of your time"
400,2,2022,247,Public/Government,Urban,Female,15-17 years,4+ hours,"Textbooks, Other (specify)",Yes,Sometimes,Often,Secondary,Yes,1-2 dependents,Moderately Reliable,"Yes, all",Most days,Average,No,"Yes, a little early",The fear of failure ,My advice is that they should make sure they read and also be prepared for the exam 
401,1,2024,171,Private,Rural,Female,21-23 years,4+ hours,"Past questions, Textbooks, Physical tutorials/coaching centers",No,Yes,Always,Secondary,Yes,1-2 dependents,Moderately Reliable,Very few,A few days a week,Poor,Yes,"Yes, a little early", Venue,Read hard
402,1,2024,263,Public/Government,Urban,Male,18-20 years,2-3 hours,"Past questions, Textbooks, Online tutorials/videos, Physical tutorials/coaching centers, Study groups",Yes,Yes,Always,Tertiary,No,3-5 dependents,Moderately Reliable,"Yes, all",A few days a week,Average,No,"Yes, significantly early",Not having enough material for studying ,Read
403,1,2025,270,Public/Government,Urban,Male,15-17 years,3-4 hours,"Past questions, Textbooks, Physical tutorials/coaching centers, Study groups",Yes,Sometimes,Often,Tertiary,Yes,3-5 dependents,Moderately Reliable,Very few,Rarely,Average,Yes,"Yes, a little early",The wide scope of what to read or need to cover,"Register early, go to jamb centers for jamb lesson, personal reading n most importantly be familiar with your computer n know how to use it"
404,2,2024,272,Public/Government,Urban,Female,21-23 years,2-3 hours,"Past questions, Textbooks, Study groups",Yes,Yes,Always,Tertiary,Yes,1-2 dependents,Moderately Reliable,Most of them,A few days a week,Average,Yes,"Yes, significantly early",None.,Read
405,3,2020,153,Public/Government,Rural,Female,18-20 years,<1 hour,"Past questions, Physical tutorials/coaching centers",Yes,Sometimes,Sometimes,Primary,Yes,6-8 dependents,Moderately Reliable,"Yes, all",Most days,Poor,Yes,"Yes, a little early",Fear and my system went off while taking the exam. ,At the End of the day hope you could tell yourself I did my best 
406,1,2023,119,Public/Government,Urban,Female,18-20 years,<1 hour,"Past questions, Textbooks, Physical tutorials/coaching centers",No,Yes,Often,,No,6-8 dependents,Moderately Reliable,Most of them,A few days a week,Poor,Yes,"Yes, a little early",Computer and network failure ,Study past questions 
407,1,2025,247,Public/Government,Urban,Female,21-23 years,2-3 hours,"Past questions, Textbooks, Online tutorials/videos",Yes,Yes,Often,Tertiary,Yes,3-5 dependents,Moderately Reliable,Most of them,Most days,Average,Yes,"Yes, significantly early",Over crowd at the center. ,study harder
408,1,2023,131,Public/Government,Rural,Male,18-20 years,3-4 hours,"Past questions, Textbooks, Physical tutorials/coaching centers",Yes,Yes,Often,Secondary,Yes,6-8 dependents,No Access,Some of them,Never,Very Poor,No,"Yes, significantly early",Cant remember ,Always study and be prayerful
409,1,2020,153,Public/Government,Urban,Female,15-17 years,<1 hour,"Textbooks, Online tutorials/videos, Physical tutorials/coaching centers",Yes,Yes,Often,Primary,Yes,3-5 dependents,Slightly Reliable,Some of them,A few days a week,Poor,Yes,"Yes, a little early",Financial issues ,Always study and be prayerful
410,1,2023,145,Public/Government,Urban,Female,21-23 years,2-3 hours,"Past questions, Textbooks, Physical tutorials/coaching centers, Study groups",Yes,Yes,Often,Primary,Yes,1-2 dependents,No Access,"Yes, all",Most days,Very Poor,No,"Yes, a little early",Over crowd at the center. ,You can do it
411,1,2023,202,Public/Government,Rural,Male,15-17 years,4+ hours,"Past questions, Physical tutorials/coaching centers, Private lessons",Yes,Sometimes,Often,Secondary,No,6-8 dependents,Moderately Reliable,"Yes, all",A few days a week,Average,No,"Yes, a little early",Electric power supply,Read consistently and try locating the venue of the exam before the day.
412,2,2024,139,Public/Government,Urban,Female,21-23 years,1-2 hours,Online tutorials/videos,Yes,No,Often,,No,1-2 dependents,Moderately Reliable,Some of them,Most days,Average,Yes,"Yes, significantly early",House chores ,Upgrading of system 
413,3,2020,241,Private,Urban,Male,18-20 years,3-4 hours,Textbooks,Yes,Sometimes,Always,,Yes,1-2 dependents,Very Reliable,Some of them,A few days a week,Good,Yes,"Yes, significantly early",Studying materials,"Have a syllabus, now that I am in uni and have experienced cbt exams as my normal exams.
I know CBT is about wide range reading and understanding.
There shouldnt be a topic you no nothing about."
414,2,2023,239,Private,Urban,Female,21-23 years,2-3 hours,"Past questions, Online tutorials/videos, Physical tutorials/coaching centers, Private lessons",No,Yes,Always,Tertiary,Yes,3-5 dependents,Slightly Reliable,Most of them,A few days a week,Good,No,"Yes, a little early",Fear of failure ,Study past questions it helps alot
415,1,2025,181,Public/Government,Urban,Female,15-17 years,1-2 hours,Past questions,No,Yes,Often,Secondary,No,3-5 dependents,Very Reliable,"Yes, all",Daily,Poor,Yes,"Yes, significantly early",Covering the entire Jamb syllabus ,Upgrading of system 
416,1,2022,172,Public/Government,Urban,Male,18-20 years,1-2 hours,Past questions,No,Yes,Often,Secondary,Yes,6-8 dependents,No Access,Most of them,Most days,Poor,Yes,"Yes, significantly early",Nothing ,Study when you can
417,1,2020,262,Private,Rural,Male,21-23 years,4+ hours,"Past questions, Textbooks, Online tutorials/videos, Physical tutorials/coaching centers, Study groups",No,No,Always,Primary,No,3-5 dependents,Slightly Reliable,Some of them,A few days a week,Average,Yes,"Yes, significantly early",Information overload ,"Read textbook and notes book before studying pass question, don't only study pass question "
418,1,2020,227,Private,Urban,Male,18-20 years,2-3 hours,"Past questions, Textbooks, Physical tutorials/coaching centers, Study groups",No,Sometimes,Often,Tertiary,Yes,1-2 dependents,Moderately Reliable,"Yes, all",Most days,Very Poor,No,"Yes, significantly early",Getting enough materials,pray
419,1,2023,258,Public/Government,Urban,Female,21-23 years,2-3 hours,"Past questions, Textbooks, Online tutorials/videos, Physical tutorials/coaching centers, Study groups",No,Sometimes,Always,,No,3-5 dependents,No Access,Very few,Daily,Good,Yes,"Yes, a little early",Procrastination ,study hard
420,1,2024,138,Public/Government,Urban,Female,21-23 years,<1 hour,"Past questions, Textbooks, Online tutorials/videos, Physical tutorials/coaching centers",No,No,Sometimes,Tertiary,No,3-5 dependents,Moderately Reliable,Most of them,A few days a week,Average,No,"Yes, significantly early",Access to internet ,Read
421,1,2024,126,Public/Government,Rural,Female,15-17 years,2-3 hours,"Past questions, Physical tutorials/coaching centers",No,Yes,Always,Secondary,No,6-8 dependents,Slightly Reliable,Some of them,A few days a week,Average,No,"Yes, significantly early",Fear of what might come out,Read o
422,1,2023,214,Public/Government,Rural,Male,15-17 years,2-3 hours,Past questions,Yes,Yes,Often,,Yes,6-8 dependents,Slightly Reliable,Some of them,Daily,Average,No,"Yes, significantly early",Exam fever,Upgrading of system 
423,1,2023,119,Public/Government,Rural,Female,21-23 years,3-4 hours,"Past questions, Textbooks, Online tutorials/videos, Physical tutorials/coaching centers, Study groups",No,No,Often,Primary,No,6-8 dependents,Slightly Reliable,Some of them,Rarely,Very Poor,No,"Yes, significantly early",Some of the questions On the CBT wasn't what I expected ,Always study and be prayerful
424,1,2024,152,Public/Government,Rural,Female,15-17 years,3-4 hours,"Past questions, Private lessons",No,Yes,Often,,Yes,6-8 dependents,Very Reliable,"Yes, all",A few days a week,Average,No,"Yes, a little early",My center is far,Read and trust God in all you do 
425,1,2023,170,Public/Government,Urban,Male,21-23 years,2-3 hours,"Past questions, Textbooks, Online tutorials/videos",Yes,No,Sometimes,Secondary,Yes,6-8 dependents,Moderately Reliable,"Yes, all",A few days a week,Very Poor,Yes,"Yes, significantly early",Distraction ,Read daily and study past questions
426,1,2022,115,Public/Government,Rural,Male,15-17 years,3-4 hours,"Past questions, Textbooks",No,No,Often,Primary,Yes,3-5 dependents,Moderately Reliable,Some of them,A few days a week,Average,Yes,"Yes, significantly early",Fear of failure ,"Make a good reading timetable, and make sure you have enough time for your books, also let ur parents know about ur timetable so they won't send you on errands when you are supposed to be reading, for those staying with their guidance, make sure you use any slight opportunity u see to open your books to read "
427,2,2022,238,Private,Rural,Male,18-20 years,4+ hours,Physical tutorials/coaching centers,Yes,Sometimes,Always,Primary,No,3-5 dependents,Moderately Reliable,Some of them,Daily,Excellent,Yes,"Yes, significantly early",no challenge ,Study when you can
428,1,2024,131,Private,Rural,Male,15-17 years,<1 hour,"Past questions, Textbooks, Physical tutorials/coaching centers, Study groups",No,Yes,Always,Tertiary,No,1-2 dependents,Slightly Reliable,Most of them,Daily,Very Poor,Yes,"Yes, a little early",Transportation ,Whatever is worth doing at all is worth doing well
429,1,2022,139,Public/Government,Urban,Male,21-23 years,2-3 hours,"Past questions, Textbooks, Physical tutorials/coaching centers, Study groups",Yes,Sometimes,Sometimes,Primary,No,6-8 dependents,Moderately Reliable,Some of them,A few days a week,Poor,Yes,"Yes, significantly early",The fear of failure ,Make sure you read alot
430,1,2022,126,Private,Urban,Female,18-20 years,2-3 hours,"Past questions, Textbooks, Study groups",No,Yes,Often,Tertiary,No,1-2 dependents,No Access,Most of them,A few days a week,Poor,Yes,"Yes, a little early",I was also working that period ,Study well. 
431,4,2024,209,Private,Urban,Female,18-20 years,4+ hours,"Past questions, Textbooks",Yes,Yes,Always,Tertiary,No,9+ dependents,Moderately Reliable,Most of them,Daily,Average,Yes,"Yes, a little early",Studying materials,Read hard
432,1,2024,346,Public/Government,Urban,Male,15-17 years,4+ hours,"Past questions, Textbooks, Physical tutorials/coaching centers",Yes,No,Always,Secondary,No,3-5 dependents,Moderately Reliable,Most of them,Most days,Average,No,"Yes, significantly early",Nothing just nerves on edge,"To avoid fear,just be confidence that you can do it"
433,1,2022,222,Public/Government,Rural,Male,15-17 years,2-3 hours,"Past questions, Textbooks, Physical tutorials/coaching centers, Study groups",Yes,Sometimes,Always,Primary,Yes,9+ dependents,No Access,Some of them,Rarely,Very Poor,Yes,"Yes, significantly early",Financial issues ,Always study and be prayerful
434,2,2021,218,Private,Urban,Female,21-23 years,3-4 hours,"Past questions, Textbooks",Yes,Sometimes,Always,Tertiary,Yes,9+ dependents,Moderately Reliable,Most of them,Most days,Poor,No,"Yes, significantly early",Financial issues ,"Read textbook and notes book before studying pass question, don't only study pass question "
435,2,2023,263,Public/Government,Urban,Male,18-20 years,2-3 hours,Past questions,Yes,No,Always,Tertiary,Yes,6-8 dependents,Very Reliable,Some of them,Most days,Average,No,"Yes, significantly early",Locating my center,Study hard
436,1,2022,104,Public/Government,Rural,Female,21-23 years,3-4 hours,"Past questions, Physical tutorials/coaching centers, Private lessons",Yes,Sometimes,Often,Secondary,No,3-5 dependents,Very Reliable,"Yes, all",Most days,Average,Yes,"Yes, a little early",I faced the challenge of not having light some times lack of some texts books and past questions ,"Start preparing early because there's actually no time to waste
I was told that as well and I felt like there's still much time left and I think that quite affected my score
I started serious preparation like January/February"
437,3,2024,270,Public/Government,Rural,Female,21-23 years,4+ hours,"Past questions, Textbooks, Online tutorials/videos, Study groups",No,No,Often,,No,3-5 dependents,Slightly Reliable,"Yes, all",A few days a week,Average,No,"Yes, significantly early",I had to work and read so it was hard balancing both,pray
438,3,2020,105,Public/Government,Rural,Male,15-17 years,<1 hour,"Past questions, Physical tutorials/coaching centers",Yes,No,Often,Secondary,Yes,9+ dependents,Slightly Reliable,"Yes, all",A few days a week,Average,No,"Yes, a little early",Nothing ,Read daily and study past questions
439,1,2023,175,Public/Government,Rural,Male,21-23 years,2-3 hours,"Past questions, Textbooks, Online tutorials/videos",No,Yes,Often,Primary,No,1-2 dependents,Slightly Reliable,Some of them,Most days,Average,No,"Yes, a little early",Electric power supply,Study hard 
440,2,2023,128,Public/Government,Urban,Female,21-23 years,3-4 hours,"Past questions, Textbooks, Physical tutorials/coaching centers",Yes,No,Often,Secondary,Yes,3-5 dependents,Very Reliable,Some of them,Most days,Average,No,"Yes, significantly early",I had to go to travel to a very far place to write for the exam ,"If I could give one piece of advice to a future JAMB candidate, it would be to start preparing early and stay consistent. Dont wait until its too close to the exam before you take it seriously. Focus on understanding your subjects, especially the ones youre not strong in, and practice past questions regularly. Also, get familiar with the CBT system so youre not confused on the exam day. Its normal to feel nervous, but dont let fear control you. Trust in your preparation, stay focused, and put your confidence in God. With steady effort and the right mindset, youll be fine."
441,1,2021,137,Public/Government,Urban,Female,21-23 years,1-2 hours,Past questions,Yes,Yes,Often,Primary,Yes,1-2 dependents,Very Reliable,"Yes, all",Daily,Very Poor,Yes,"Yes, significantly early",Distance ,Read well 
442,2,2020,247,Public/Government,Rural,Male,18-20 years,2-3 hours,"Past questions, Textbooks, Online tutorials/videos",Yes,Yes,Often,,Yes,6-8 dependents,Moderately Reliable,Some of them,Most days,Poor,Yes,"Yes, a little early",Over crowd at the center. ,Preparation always helps.
443,1,2024,273,Private,Urban,Female,15-17 years,2-3 hours,Past questions,Yes,Yes,Often,Tertiary,Yes,6-8 dependents,No Access,Some of them,Daily,Poor,No,"Yes, significantly early",I didn't face any challenge ,Read
444,1,2025,153,Public/Government,Urban,Male,18-20 years,2-3 hours,Physical tutorials/coaching centers,No,Sometimes,Always,Primary,Yes,1-2 dependents,Moderately Reliable,Some of them,Most days,Poor,Yes,"Yes, significantly early",Access to internet ,Study hard and be very fast typing
445,1,2021,110,Public/Government,Rural,Male,15-17 years,<1 hour,"Past questions, Textbooks, Physical tutorials/coaching centers, Study groups",No,Yes,Often,Secondary,No,1-2 dependents,Slightly Reliable,"Yes, all",A few days a week,Very Poor,Yes,"Yes, a little early",None.,They should read all the necessary books and pass
446,2,2021,212,Public/Government,Rural,Female,15-17 years,2-3 hours,"Past questions, Textbooks, Physical tutorials/coaching centers, Study groups",No,No,Often,Tertiary,No,1-2 dependents,Slightly Reliable,Most of them,A few days a week,Average,No,"Yes, significantly early",Fear,They should do better in their timing 
447,1,2021,227,Private,Rural,Female,15-17 years,3-4 hours,"Past questions, Textbooks, Online tutorials/videos, Physical tutorials/coaching centers, Study groups",Yes,Sometimes,Often,Secondary,Yes,9+ dependents,Very Reliable,"Yes, all",Most days,Poor,Yes,"Yes, significantly early",No challenge. ,I will advice the future jamb candidate to read well and follow all the syllabus and get the necessary materials needed to study and pass the examination.
448,1,2024,175,Public/Government,Urban,Male,21-23 years,3-4 hours,"Past questions, Textbooks, Physical tutorials/coaching centers",Yes,Yes,Sometimes,Secondary,Yes,3-5 dependents,Moderately Reliable,Some of them,Most days,Poor,Yes,"Yes, significantly early",Sourcing for past questions and video tutorials ,They should read well
449,1,2024,229,Private,Urban,Female,15-17 years,1-2 hours,"Past questions, Online tutorials/videos",Yes,Sometimes,Always,Tertiary,Yes,1-2 dependents,Moderately Reliable,"Yes, all",Most days,Excellent,Yes,"Yes, a little early",No internet connection at the center ,"Study well, revise and be calm when taking the exam."
450,1,2020,141,Public/Government,Rural,Female,21-23 years,3-4 hours,"Past questions, Textbooks, Online tutorials/videos",No,Yes,Sometimes,Tertiary,Yes,1-2 dependents,Moderately Reliable,Most of them,Most days,Very Poor,Yes,"Yes, significantly early",Electric power supply,Study hard 
